IP:PORT, LOSS, DELAY
188.114.99.172:4233,20.00%,430 ms
188.114.99.2:934,20.00%,430 ms
188.114.96.203:890,20.00%,430 ms
188.114.96.254:7281,20.00%,430 ms
188.114.99.215:1002,20.00%,430 ms
162.159.195.9:3581,20.00%,430 ms
188.114.98.47:1070,20.00%,430 ms
188.114.98.164:8319,20.00%,430 ms
162.159.195.196:8742,20.00%,430 ms
188.114.96.64:7281,20.00%,430 ms
162.159.192.25:968,20.00%,430 ms
188.114.99.114:7559,20.00%,430 ms
162.159.192.112:3138,20.00%,431 ms
162.159.195.33:934,20.00%,431 ms
188.114.99.189:7156,20.00%,431 ms
188.114.96.17:500,20.00%,431 ms
162.159.192.252:3138,20.00%,431 ms
162.159.195.34:3854,20.00%,431 ms
188.114.96.81:2408,20.00%,431 ms
188.114.98.98:854,20.00%,431 ms
188.114.98.38:7152,20.00%,431 ms
162.159.195.249:1387,20.00%,431 ms
162.159.195.247:955,20.00%,432 ms
188.114.96.231:7103,20.00%,432 ms
162.159.192.151:8742,20.00%,432 ms
188.114.98.207:890,20.00%,432 ms
188.114.97.238:4233,20.00%,432 ms
188.114.97.71:1014,20.00%,432 ms
188.114.97.237:7156,20.00%,432 ms
188.114.96.171:955,20.00%,433 ms
188.114.97.212:4177,20.00%,433 ms
162.159.195.39:8854,20.00%,433 ms
162.159.192.249:946,20.00%,433 ms
188.114.96.223:8854,20.00%,433 ms
162.159.192.118:3138,20.00%,433 ms
162.159.195.9:500,20.00%,434 ms
188.114.98.139:8854,20.00%,434 ms
162.159.195.225:945,20.00%,434 ms
162.159.192.241:3138,20.00%,434 ms
162.159.195.158:8742,20.00%,434 ms
188.114.98.72:859,20.00%,434 ms
188.114.99.43:968,20.00%,434 ms
188.114.96.53:1387,20.00%,434 ms
188.114.99.57:2506,20.00%,434 ms
162.159.195.200:8742,20.00%,434 ms
188.114.96.127:1010,20.00%,434 ms
162.159.195.109:878,20.00%,435 ms
188.114.99.144:7103,20.00%,435 ms
188.114.99.171:4233,20.00%,435 ms
188.114.97.37:987,20.00%,435 ms
188.114.97.120:903,20.00%,435 ms
188.114.99.122:7103,20.00%,435 ms
188.114.99.187:7156,20.00%,435 ms
188.114.99.200:7559,20.00%,435 ms
188.114.99.241:7559,20.00%,435 ms
188.114.97.79:955,20.00%,435 ms
188.114.96.188:943,20.00%,435 ms
188.114.96.152:1070,20.00%,435 ms
162.159.192.149:4233,20.00%,435 ms
188.114.97.97:8742,20.00%,436 ms
162.159.192.168:4177,20.00%,436 ms
162.159.195.186:864,20.00%,436 ms
188.114.98.33:7103,20.00%,436 ms
188.114.96.174:3138,20.00%,436 ms
188.114.96.203:891,20.00%,436 ms
188.114.98.94:3854,20.00%,437 ms
188.114.97.68:7281,20.00%,437 ms
162.159.192.91:1002,20.00%,437 ms
188.114.99.161:1002,20.00%,437 ms
188.114.97.96:987,20.00%,437 ms
188.114.96.46:903,20.00%,438 ms
188.114.97.121:864,20.00%,438 ms
188.114.99.4:894,20.00%,438 ms
162.159.195.182:864,20.00%,438 ms
188.114.99.87:5279,20.00%,438 ms
188.114.96.174:955,20.00%,438 ms
188.114.96.189:946,20.00%,438 ms
162.159.192.237:5956,20.00%,438 ms
188.114.98.211:890,20.00%,438 ms
188.114.97.63:1843,20.00%,438 ms
188.114.96.122:3476,20.00%,438 ms
188.114.99.249:4177,20.00%,439 ms
188.114.99.114:859,20.00%,439 ms
162.159.192.177:7559,20.00%,440 ms
162.159.195.22:934,20.00%,440 ms
188.114.98.96:854,20.00%,440 ms
162.159.195.161:8742,20.00%,440 ms
188.114.99.205:1002,20.00%,441 ms
162.159.195.63:5279,20.00%,441 ms
162.159.192.42:968,20.00%,441 ms
188.114.97.152:3581,20.00%,441 ms
188.114.99.90:4198,20.00%,441 ms
162.159.192.84:7103,20.00%,441 ms
188.114.96.10:500,20.00%,441 ms
162.159.192.220:3854,20.00%,442 ms
188.114.98.117:934,20.00%,442 ms
162.159.192.235:5956,20.00%,442 ms
188.114.97.111:1843,20.00%,442 ms
188.114.99.101:3476,20.00%,442 ms
162.159.195.175:2408,20.00%,442 ms
162.159.192.118:988,20.00%,442 ms
188.114.98.34:7152,20.00%,443 ms
188.114.99.63:3138,20.00%,443 ms
162.159.195.44:8854,20.00%,444 ms
188.114.97.24:4198,20.00%,444 ms
162.159.195.46:4233,20.00%,444 ms
188.114.96.10:4233,20.00%,444 ms
162.159.192.42:3854,20.00%,444 ms
188.114.98.183:1018,20.00%,445 ms
188.114.96.217:7559,20.00%,446 ms
162.159.192.142:1002,20.00%,446 ms
188.114.96.42:903,20.00%,446 ms
162.159.195.176:1014,20.00%,446 ms
188.114.97.60:7281,20.00%,447 ms
188.114.99.129:1701,20.00%,448 ms
162.159.195.160:8742,20.00%,449 ms
188.114.96.179:3138,20.00%,450 ms
188.114.98.143:8742,20.00%,451 ms
188.114.99.251:5956,20.00%,452 ms
162.159.195.188:864,20.00%,455 ms
162.159.195.183:946,20.00%,460 ms
162.159.195.201:8742,20.00%,462 ms
188.114.98.78:8854,20.00%,463 ms
162.159.195.171:1014,20.00%,470 ms
162.159.195.13:3581,20.00%,471 ms
162.159.195.195:4177,20.00%,481 ms
188.114.97.206:939,30.00%,466 ms
188.114.97.160:4233,30.00%,467 ms
188.114.97.168:4233,30.00%,468 ms
188.114.98.241:890,30.00%,473 ms
188.114.98.186:1018,30.00%,475 ms
188.114.97.149:3581,30.00%,476 ms
188.114.99.48:945,30.00%,479 ms
162.159.195.227:945,30.00%,479 ms
162.159.195.68:5279,30.00%,480 ms
188.114.97.92:987,30.00%,480 ms
188.114.96.222:8854,30.00%,480 ms
188.114.97.222:4177,30.00%,480 ms
162.159.195.107:943,30.00%,481 ms
162.159.195.246:1387,30.00%,481 ms
162.159.195.6:500,30.00%,482 ms
188.114.97.117:864,30.00%,482 ms
188.114.99.36:968,30.00%,483 ms
188.114.98.147:859,30.00%,483 ms
188.114.99.235:1074,30.00%,483 ms
188.114.96.136:1180,30.00%,483 ms
188.114.96.171:3138,30.00%,484 ms
188.114.99.125:1701,30.00%,484 ms
188.114.99.35:945,30.00%,484 ms
162.159.195.208:3476,30.00%,485 ms
188.114.97.10:934,30.00%,485 ms
162.159.195.244:955,30.00%,485 ms
162.159.192.113:3138,30.00%,485 ms
188.114.99.163:4233,30.00%,486 ms
188.114.99.202:7559,30.00%,486 ms
188.114.97.119:864,30.00%,486 ms
188.114.97.127:894,30.00%,486 ms
188.114.97.23:4198,30.00%,487 ms
188.114.98.128:1002,30.00%,487 ms
188.114.99.105:859,30.00%,487 ms
188.114.97.97:987,30.00%,488 ms
188.114.98.240:891,30.00%,489 ms
188.114.98.176:1018,30.00%,489 ms
188.114.98.211:1843,30.00%,489 ms
188.114.98.57:3581,30.00%,489 ms
162.159.195.84:7103,30.00%,490 ms
188.114.99.65:3138,30.00%,490 ms
188.114.99.200:1701,30.00%,490 ms
188.114.96.36:890,30.00%,490 ms
188.114.97.145:3581,30.00%,490 ms
188.114.96.28:890,30.00%,490 ms
188.114.96.54:7559,30.00%,490 ms
188.114.97.202:939,30.00%,491 ms
162.159.192.33:968,30.00%,491 ms
188.114.96.70:7281,30.00%,492 ms
188.114.97.182:2371,30.00%,493 ms
188.114.99.146:3476,30.00%,493 ms
188.114.98.144:8742,30.00%,493 ms
188.114.97.156:4233,30.00%,493 ms
188.114.99.110:859,30.00%,493 ms
188.114.99.46:968,30.00%,494 ms
162.159.192.192:8886,30.00%,494 ms
188.114.97.46:5956,30.00%,494 ms
162.159.195.193:946,30.00%,494 ms
162.159.192.174:1180,30.00%,494 ms
188.114.99.132:878,30.00%,495 ms
162.159.195.87:7103,30.00%,495 ms
162.159.195.16:3581,30.00%,496 ms
162.159.192.228:934,30.00%,496 ms
188.114.97.141:1070,30.00%,496 ms
188.114.97.108:1843,30.00%,496 ms
188.114.96.128:1010,30.00%,496 ms
188.114.97.64:7281,30.00%,496 ms
162.159.192.82:4177,30.00%,497 ms
188.114.97.70:1014,30.00%,497 ms
188.114.98.77:8854,30.00%,497 ms
188.114.98.154:8742,30.00%,497 ms
188.114.99.102:942,30.00%,498 ms
162.159.192.139:1002,30.00%,498 ms
188.114.99.179:7156,30.00%,499 ms
188.114.99.104:7559,30.00%,499 ms
188.114.96.245:7281,30.00%,499 ms
188.114.96.106:946,30.00%,499 ms
162.159.195.8:3581,30.00%,501 ms
188.114.96.90:7281,30.00%,501 ms
188.114.99.96:3476,30.00%,501 ms
188.114.99.245:1074,30.00%,501 ms
188.114.99.10:7156,30.00%,501 ms
162.159.192.14:968,30.00%,502 ms
188.114.96.195:943,30.00%,502 ms
188.114.97.16:946,30.00%,502 ms
188.114.98.5:987,30.00%,502 ms
188.114.98.41:7103,30.00%,502 ms
188.114.96.59:7559,30.00%,503 ms
188.114.97.253:1074,30.00%,503 ms
188.114.96.228:8854,30.00%,504 ms
188.114.98.247:934,30.00%,504 ms
188.114.96.228:7559,30.00%,504 ms
188.114.98.166:8319,30.00%,505 ms
188.114.99.73:3138,30.00%,506 ms
188.114.96.194:946,30.00%,506 ms
188.114.96.70:946,30.00%,508 ms
188.114.99.122:1701,30.00%,508 ms
188.114.98.83:946,30.00%,508 ms
188.114.97.85:946,30.00%,510 ms
188.114.97.152:1070,30.00%,512 ms
188.114.98.130:864,30.00%,513 ms
188.114.99.141:7103,30.00%,516 ms
188.114.96.189:943,30.00%,517 ms
162.159.192.172:4177,30.00%,519 ms
162.159.195.223:945,30.00%,520 ms
188.114.97.35:864,30.00%,520 ms
188.114.98.117:2506,30.00%,520 ms
188.114.99.101:942,30.00%,524 ms
188.114.98.110:2506,30.00%,526 ms
162.159.195.204:4177,30.00%,529 ms
162.159.195.165:2408,30.00%,537 ms
162.159.195.173:1014,30.00%,557 ms
188.114.97.137:894,40.00%,551 ms
188.114.97.72:955,40.00%,551 ms
188.114.96.116:4198,40.00%,555 ms
188.114.99.14:939,40.00%,557 ms
188.114.98.191:1014,40.00%,562 ms
162.159.192.29:3854,40.00%,563 ms
162.159.195.91:1002,40.00%,564 ms
162.159.192.80:7103,40.00%,564 ms
162.159.195.12:3581,40.00%,567 ms
188.114.97.76:955,40.00%,567 ms
162.159.192.164:894,40.00%,569 ms
188.114.99.84:5279,40.00%,569 ms
188.114.96.168:955,40.00%,572 ms
188.114.97.96:8742,40.00%,573 ms
188.114.97.226:4177,40.00%,573 ms
188.114.97.179:500,40.00%,573 ms
188.114.98.22:955,40.00%,576 ms
188.114.99.43:945,40.00%,577 ms
188.114.97.180:2371,40.00%,578 ms
188.114.98.72:3581,40.00%,580 ms
188.114.96.17:4233,40.00%,588 ms
188.114.96.235:934,50.00%,624 ms
162.159.193.217:7152,100.00%,1000 ms
162.159.192.144:8742,100.00%,1000 ms
162.159.192.144:4233,100.00%,1000 ms
162.159.192.153:8742,100.00%,1000 ms
162.159.192.153:4233,100.00%,1000 ms
162.159.192.176:1180,100.00%,1000 ms
162.159.192.176:7559,100.00%,1000 ms
162.159.192.180:1180,100.00%,1000 ms
162.159.192.180:7559,100.00%,1000 ms
162.159.192.188:8886,100.00%,1000 ms
162.159.192.188:934,100.00%,1000 ms
162.159.192.255:500,100.00%,1000 ms
162.159.193.0:3581,100.00%,1000 ms
162.159.193.0:500,100.00%,1000 ms
162.159.192.255:3581,100.00%,1000 ms
162.159.193.1:3581,100.00%,1000 ms
162.159.193.2:3581,100.00%,1000 ms
162.159.193.3:3581,100.00%,1000 ms
162.159.193.4:3581,100.00%,1000 ms
162.159.193.5:3581,100.00%,1000 ms
162.159.193.6:3581,100.00%,1000 ms
162.159.193.7:945,100.00%,1000 ms
162.159.193.7:1014,100.00%,1000 ms
162.159.193.8:945,100.00%,1000 ms
162.159.193.8:1014,100.00%,1000 ms
162.159.192.133:1002,100.00%,1000 ms
162.159.192.133:943,100.00%,1000 ms
162.159.193.9:945,100.00%,1000 ms
162.159.193.9:1014,100.00%,1000 ms
162.159.193.10:945,100.00%,1000 ms
162.159.193.11:945,100.00%,1000 ms
162.159.193.10:1014,100.00%,1000 ms
162.159.193.12:945,100.00%,1000 ms
162.159.193.11:1014,100.00%,1000 ms
162.159.193.12:1014,100.00%,1000 ms
188.114.98.42:7103,100.00%,1000 ms
188.114.98.42:7152,100.00%,1000 ms
162.159.193.13:945,100.00%,1000 ms
162.159.193.13:1014,100.00%,1000 ms
162.159.193.14:945,100.00%,1000 ms
162.159.193.14:1014,100.00%,1000 ms
162.159.193.15:945,100.00%,1000 ms
162.159.193.15:1014,100.00%,1000 ms
162.159.193.16:945,100.00%,1000 ms
162.159.193.16:1014,100.00%,1000 ms
162.159.193.17:945,100.00%,1000 ms
162.159.193.19:946,100.00%,1000 ms
162.159.193.18:946,100.00%,1000 ms
162.159.193.17:1014,100.00%,1000 ms
162.159.193.19:864,100.00%,1000 ms
162.159.193.18:864,100.00%,1000 ms
162.159.193.21:946,100.00%,1000 ms
162.159.193.20:864,100.00%,1000 ms
162.159.193.21:864,100.00%,1000 ms
162.159.193.20:946,100.00%,1000 ms
162.159.193.22:946,100.00%,1000 ms
162.159.193.22:864,100.00%,1000 ms
162.159.193.23:946,100.00%,1000 ms
162.159.192.124:3138,100.00%,1000 ms
162.159.193.23:864,100.00%,1000 ms
162.159.192.124:988,100.00%,1000 ms
162.159.193.24:946,100.00%,1000 ms
162.159.193.25:946,100.00%,1000 ms
162.159.193.25:864,100.00%,1000 ms
162.159.192.119:3138,100.00%,1000 ms
162.159.192.119:988,100.00%,1000 ms
162.159.193.26:946,100.00%,1000 ms
162.159.193.24:864,100.00%,1000 ms
162.159.193.26:864,100.00%,1000 ms
162.159.193.28:946,100.00%,1000 ms
162.159.192.117:3138,100.00%,1000 ms
162.159.192.117:988,100.00%,1000 ms
162.159.193.27:946,100.00%,1000 ms
162.159.193.27:864,100.00%,1000 ms
162.159.193.28:864,100.00%,1000 ms
162.159.193.29:946,100.00%,1000 ms
162.159.193.29:864,100.00%,1000 ms
162.159.193.30:946,100.00%,1000 ms
162.159.193.30:864,100.00%,1000 ms
162.159.193.31:864,100.00%,1000 ms
162.159.193.32:864,100.00%,1000 ms
162.159.193.31:946,100.00%,1000 ms
162.159.193.32:946,100.00%,1000 ms
162.159.193.33:946,100.00%,1000 ms
162.159.193.33:864,100.00%,1000 ms
162.159.193.34:946,100.00%,1000 ms
162.159.193.34:864,100.00%,1000 ms
162.159.193.35:946,100.00%,1000 ms
162.159.193.35:864,100.00%,1000 ms
162.159.193.36:946,100.00%,1000 ms
162.159.193.36:864,100.00%,1000 ms
162.159.193.37:946,100.00%,1000 ms
162.159.193.37:864,100.00%,1000 ms
162.159.193.38:946,100.00%,1000 ms
162.159.193.39:8886,100.00%,1000 ms
162.159.193.38:864,100.00%,1000 ms
162.159.193.39:1843,100.00%,1000 ms
162.159.193.40:8886,100.00%,1000 ms
162.159.193.40:1843,100.00%,1000 ms
162.159.193.41:8886,100.00%,1000 ms
162.159.193.41:1843,100.00%,1000 ms
162.159.193.42:8886,100.00%,1000 ms
162.159.193.42:1843,100.00%,1000 ms
162.159.193.43:8886,100.00%,1000 ms
162.159.193.43:1843,100.00%,1000 ms
162.159.192.103:1070,100.00%,1000 ms
162.159.193.44:8886,100.00%,1000 ms
162.159.192.103:8742,100.00%,1000 ms
162.159.193.44:1843,100.00%,1000 ms
162.159.192.102:1070,100.00%,1000 ms
162.159.193.45:8886,100.00%,1000 ms
162.159.192.102:8742,100.00%,1000 ms
162.159.193.45:1843,100.00%,1000 ms
162.159.193.46:8886,100.00%,1000 ms
162.159.193.46:1843,100.00%,1000 ms
162.159.193.47:8886,100.00%,1000 ms
162.159.193.47:1843,100.00%,1000 ms
162.159.193.48:4233,100.00%,1000 ms
162.159.193.48:1180,100.00%,1000 ms
162.159.193.49:4233,100.00%,1000 ms
162.159.193.49:1180,100.00%,1000 ms
162.159.193.50:4233,100.00%,1000 ms
188.114.98.174:8319,100.00%,1000 ms
188.114.98.174:890,100.00%,1000 ms
162.159.193.50:1180,100.00%,1000 ms
162.159.193.51:4233,100.00%,1000 ms
162.159.193.51:1180,100.00%,1000 ms
162.159.193.52:908,100.00%,1000 ms
162.159.193.53:4500,100.00%,1000 ms
162.159.193.52:988,100.00%,1000 ms
162.159.193.53:2506,100.00%,1000 ms
162.159.193.54:2506,100.00%,1000 ms
162.159.193.54:4500,100.00%,1000 ms
162.159.193.55:2506,100.00%,1000 ms
162.159.193.55:4500,100.00%,1000 ms
162.159.193.56:2506,100.00%,1000 ms
162.159.193.56:4500,100.00%,1000 ms
162.159.193.57:928,100.00%,1000 ms
162.159.193.58:928,100.00%,1000 ms
188.114.98.178:1018,100.00%,1000 ms
162.159.193.57:2506,100.00%,1000 ms
162.159.193.58:2506,100.00%,1000 ms
162.159.193.59:928,100.00%,1000 ms
188.114.98.178:908,100.00%,1000 ms
162.159.193.59:2506,100.00%,1000 ms
162.159.193.60:2506,100.00%,1000 ms
162.159.193.60:928,100.00%,1000 ms
162.159.193.61:928,100.00%,1000 ms
162.159.193.62:2506,100.00%,1000 ms
162.159.193.62:928,100.00%,1000 ms
162.159.193.61:2506,100.00%,1000 ms
162.159.193.63:928,100.00%,1000 ms
162.159.193.63:2506,100.00%,1000 ms
162.159.193.64:2506,100.00%,1000 ms
162.159.193.64:928,100.00%,1000 ms
162.159.193.65:928,100.00%,1000 ms
162.159.193.65:2506,100.00%,1000 ms
162.159.193.66:928,100.00%,1000 ms
162.159.193.66:2506,100.00%,1000 ms
162.159.193.67:878,100.00%,1000 ms
162.159.193.69:878,100.00%,1000 ms
162.159.193.68:878,100.00%,1000 ms
162.159.193.68:942,100.00%,1000 ms
162.159.193.69:942,100.00%,1000 ms
188.114.97.185:2371,100.00%,1000 ms
188.114.97.185:500,100.00%,1000 ms
162.159.193.67:942,100.00%,1000 ms
162.159.193.70:878,100.00%,1000 ms
162.159.193.70:942,100.00%,1000 ms
162.159.193.71:878,100.00%,1000 ms
162.159.193.71:942,100.00%,1000 ms
162.159.193.72:878,100.00%,1000 ms
162.159.193.72:942,100.00%,1000 ms
162.159.193.73:878,100.00%,1000 ms
162.159.193.73:942,100.00%,1000 ms
162.159.193.74:878,100.00%,1000 ms
162.159.193.75:878,100.00%,1000 ms
162.159.193.74:942,100.00%,1000 ms
162.159.193.76:878,100.00%,1000 ms
162.159.193.75:942,100.00%,1000 ms
162.159.193.76:942,100.00%,1000 ms
162.159.193.78:878,100.00%,1000 ms
162.159.193.79:878,100.00%,1000 ms
162.159.193.77:878,100.00%,1000 ms
162.159.193.78:942,100.00%,1000 ms
162.159.193.77:942,100.00%,1000 ms
162.159.193.80:878,100.00%,1000 ms
162.159.193.80:942,100.00%,1000 ms
162.159.193.79:942,100.00%,1000 ms
162.159.193.81:942,100.00%,1000 ms
162.159.193.82:878,100.00%,1000 ms
162.159.193.83:878,100.00%,1000 ms
162.159.193.81:878,100.00%,1000 ms
162.159.193.82:942,100.00%,1000 ms
162.159.193.83:942,100.00%,1000 ms
162.159.193.84:942,100.00%,1000 ms
162.159.193.84:878,100.00%,1000 ms
188.114.97.147:3581,100.00%,1000 ms
162.159.193.85:878,100.00%,1000 ms
188.114.97.147:1070,100.00%,1000 ms
162.159.193.86:878,100.00%,1000 ms
162.159.193.85:942,100.00%,1000 ms
162.159.193.86:942,100.00%,1000 ms
162.159.193.87:1002,100.00%,1000 ms
162.159.193.87:854,100.00%,1000 ms
162.159.193.88:1002,100.00%,1000 ms
162.159.193.89:1002,100.00%,1000 ms
162.159.193.88:854,100.00%,1000 ms
162.159.193.89:854,100.00%,1000 ms
162.159.193.90:854,100.00%,1000 ms
162.159.193.90:1002,100.00%,1000 ms
162.159.193.91:1002,100.00%,1000 ms
162.159.193.92:1002,100.00%,1000 ms
162.159.193.91:854,100.00%,1000 ms
162.159.193.92:854,100.00%,1000 ms
162.159.193.93:854,100.00%,1000 ms
162.159.193.93:1002,100.00%,1000 ms
162.159.193.94:1002,100.00%,1000 ms
162.159.193.94:854,100.00%,1000 ms
162.159.192.60:7281,100.00%,1000 ms
162.159.192.60:1074,100.00%,1000 ms
162.159.193.95:1002,100.00%,1000 ms
162.159.193.95:854,100.00%,1000 ms
162.159.193.96:1002,100.00%,1000 ms
162.159.193.96:854,100.00%,1000 ms
162.159.193.97:1002,100.00%,1000 ms
162.159.193.97:854,100.00%,1000 ms
162.159.193.98:859,100.00%,1000 ms
162.159.193.98:1014,100.00%,1000 ms
162.159.193.99:859,100.00%,1000 ms
162.159.193.99:1014,100.00%,1000 ms
162.159.193.100:859,100.00%,1000 ms
162.159.193.100:1014,100.00%,1000 ms
162.159.193.101:4198,100.00%,1000 ms
162.159.193.101:859,100.00%,1000 ms
162.159.193.102:859,100.00%,1000 ms
162.159.193.102:4198,100.00%,1000 ms
162.159.193.103:7103,100.00%,1000 ms
162.159.193.103:4198,100.00%,1000 ms
162.159.193.104:7103,100.00%,1000 ms
162.159.193.104:4198,100.00%,1000 ms
162.159.193.105:7103,100.00%,1000 ms
162.159.193.105:4198,100.00%,1000 ms
162.159.193.106:934,100.00%,1000 ms
162.159.193.106:2371,100.00%,1000 ms
162.159.193.107:934,100.00%,1000 ms
162.159.193.107:2371,100.00%,1000 ms
162.159.193.108:934,100.00%,1000 ms
162.159.193.108:2371,100.00%,1000 ms
162.159.193.109:934,100.00%,1000 ms
162.159.193.109:2371,100.00%,1000 ms
162.159.193.110:2371,100.00%,1000 ms
162.159.193.110:934,100.00%,1000 ms
162.159.193.111:934,100.00%,1000 ms
162.159.193.112:934,100.00%,1000 ms
162.159.193.111:2371,100.00%,1000 ms
162.159.193.112:2371,100.00%,1000 ms
162.159.193.113:934,100.00%,1000 ms
162.159.193.113:2371,100.00%,1000 ms
162.159.193.115:8854,100.00%,1000 ms
162.159.193.114:2371,100.00%,1000 ms
188.114.97.90:8742,100.00%,1000 ms
162.159.193.114:934,100.00%,1000 ms
188.114.97.90:987,100.00%,1000 ms
162.159.193.115:7281,100.00%,1000 ms
162.159.193.116:8854,100.00%,1000 ms
162.159.193.116:7281,100.00%,1000 ms
162.159.193.117:8854,100.00%,1000 ms
162.159.193.119:8854,100.00%,1000 ms
162.159.193.119:7281,100.00%,1000 ms
162.159.193.118:7281,100.00%,1000 ms
162.159.193.117:7281,100.00%,1000 ms
162.159.193.118:8854,100.00%,1000 ms
162.159.193.121:8854,100.00%,1000 ms
162.159.193.121:7281,100.00%,1000 ms
162.159.193.122:8854,100.00%,1000 ms
162.159.193.120:8854,100.00%,1000 ms
162.159.193.122:7281,100.00%,1000 ms
162.159.193.120:7281,100.00%,1000 ms
162.159.193.123:8854,100.00%,1000 ms
162.159.193.123:7281,100.00%,1000 ms
162.159.193.124:8854,100.00%,1000 ms
162.159.193.126:8854,100.00%,1000 ms
162.159.193.124:7281,100.00%,1000 ms
162.159.193.125:8854,100.00%,1000 ms
162.159.193.125:7281,100.00%,1000 ms
162.159.193.126:7281,100.00%,1000 ms
162.159.193.128:7281,100.00%,1000 ms
162.159.193.128:8854,100.00%,1000 ms
162.159.193.127:8854,100.00%,1000 ms
162.159.193.127:7281,100.00%,1000 ms
162.159.193.129:8854,100.00%,1000 ms
162.159.193.130:8854,100.00%,1000 ms
162.159.193.129:7281,100.00%,1000 ms
162.159.193.130:7281,100.00%,1000 ms
162.159.193.131:8854,100.00%,1000 ms
162.159.193.131:7281,100.00%,1000 ms
162.159.193.133:8854,100.00%,1000 ms
162.159.192.4:968,100.00%,1000 ms
188.114.99.7:939,100.00%,1000 ms
162.159.193.132:7281,100.00%,1000 ms
188.114.99.7:7156,100.00%,1000 ms
162.159.192.7:968,100.00%,1000 ms
162.159.193.132:8854,100.00%,1000 ms
162.159.193.134:8854,100.00%,1000 ms
162.159.193.134:7281,100.00%,1000 ms
162.159.193.133:7281,100.00%,1000 ms
162.159.193.135:8854,100.00%,1000 ms
162.159.192.3:3854,100.00%,1000 ms
188.114.97.57:7281,100.00%,1000 ms
162.159.192.9:968,100.00%,1000 ms
162.159.192.6:968,100.00%,1000 ms
162.159.192.10:968,100.00%,1000 ms
188.114.97.57:1843,100.00%,1000 ms
162.159.192.9:3854,100.00%,1000 ms
162.159.192.10:3854,100.00%,1000 ms
162.159.192.4:3854,100.00%,1000 ms
162.159.193.135:7281,100.00%,1000 ms
162.159.193.136:934,100.00%,1000 ms
162.159.192.48:3854,100.00%,1000 ms
162.159.192.7:3854,100.00%,1000 ms
162.159.193.137:934,100.00%,1000 ms
162.159.192.2:3854,100.00%,1000 ms
162.159.193.136:7152,100.00%,1000 ms
162.159.193.137:7152,100.00%,1000 ms
162.159.192.48:968,100.00%,1000 ms
162.159.193.138:934,100.00%,1000 ms
162.159.193.139:934,100.00%,1000 ms
162.159.192.1:968,100.00%,1000 ms
162.159.193.138:7152,100.00%,1000 ms
162.159.192.2:968,100.00%,1000 ms
162.159.192.6:3854,100.00%,1000 ms
162.159.193.139:7152,100.00%,1000 ms
162.159.192.1:3854,100.00%,1000 ms
162.159.193.140:934,100.00%,1000 ms
162.159.193.140:7152,100.00%,1000 ms
162.159.193.141:934,100.00%,1000 ms
162.159.192.3:968,100.00%,1000 ms
162.159.193.141:7152,100.00%,1000 ms
162.159.193.142:934,100.00%,1000 ms
162.159.193.142:7152,100.00%,1000 ms
188.114.97.45:5956,100.00%,1000 ms
162.159.193.143:7152,100.00%,1000 ms
162.159.193.143:934,100.00%,1000 ms
188.114.97.45:934,100.00%,1000 ms
162.159.193.144:934,100.00%,1000 ms
162.159.193.144:7152,100.00%,1000 ms
162.159.193.145:934,100.00%,1000 ms
162.159.193.145:7152,100.00%,1000 ms
162.159.193.146:934,100.00%,1000 ms
162.159.193.146:7152,100.00%,1000 ms
162.159.193.147:939,100.00%,1000 ms
162.159.193.147:880,100.00%,1000 ms
162.159.193.148:939,100.00%,1000 ms
162.159.193.148:880,100.00%,1000 ms
162.159.193.149:939,100.00%,1000 ms
162.159.193.149:880,100.00%,1000 ms
162.159.193.150:939,100.00%,1000 ms
162.159.193.150:880,100.00%,1000 ms
162.159.193.151:890,100.00%,1000 ms
162.159.193.151:1180,100.00%,1000 ms
162.159.193.152:1180,100.00%,1000 ms
188.114.99.37:945,100.00%,1000 ms
162.159.193.152:890,100.00%,1000 ms
188.114.99.37:968,100.00%,1000 ms
162.159.193.153:945,100.00%,1000 ms
162.159.193.153:908,100.00%,1000 ms
162.159.193.154:945,100.00%,1000 ms
162.159.193.154:908,100.00%,1000 ms
162.159.193.155:945,100.00%,1000 ms
162.159.193.155:908,100.00%,1000 ms
162.159.193.156:939,100.00%,1000 ms
162.159.193.156:942,100.00%,1000 ms
162.159.193.157:939,100.00%,1000 ms
188.114.97.11:934,100.00%,1000 ms
188.114.97.11:946,100.00%,1000 ms
188.114.97.9:934,100.00%,1000 ms
188.114.99.44:968,100.00%,1000 ms
188.114.99.44:945,100.00%,1000 ms
188.114.97.9:946,100.00%,1000 ms
188.114.97.4:934,100.00%,1000 ms
188.114.97.4:946,100.00%,1000 ms
188.114.97.3:934,100.00%,1000 ms
188.114.97.3:946,100.00%,1000 ms
188.114.97.2:934,100.00%,1000 ms
188.114.97.2:946,100.00%,1000 ms
188.114.97.0:3138,100.00%,1000 ms
162.159.193.158:939,100.00%,1000 ms
188.114.97.0:7281,100.00%,1000 ms
162.159.193.157:942,100.00%,1000 ms
162.159.193.158:942,100.00%,1000 ms
188.114.96.249:3138,100.00%,1000 ms
188.114.96.248:3138,100.00%,1000 ms
188.114.96.248:7281,100.00%,1000 ms
188.114.96.249:7281,100.00%,1000 ms
162.159.193.159:939,100.00%,1000 ms
162.159.193.159:942,100.00%,1000 ms
162.159.193.160:942,100.00%,1000 ms
162.159.193.160:939,100.00%,1000 ms
162.159.193.161:939,100.00%,1000 ms
